1637054354.604374,100.58,84.8,99.35
1637054354.707428,98.08,91.07,111.69
1637054354.812882,100.41,85.91,107.53
1637054354.918217,97.89,91.1,115.39
1637054355.02634,100.29,85.9,99.76
1637054355.131753,97.76,91.12,111.93
1637054355.236203,100.14,85.9,106.84
1637054355.341708,97.7,91.14,115.11
1637054355.443735,99.98,85.89,97.59
1637054355.54812,97.76,91.15,110.91
1637054355.653885,99.8,88.68,113.08
1637054355.76426,101.56,91.46,107.17
1637054355.865615,99.47,88.25,114.63
1637054355.97406,102.27,91.77,101.79
1637054356.080129,98.86,87.74,112.23
1637054356.186173,102.85,92.01,109.5
1637054356.290445,98.13,87.31,114.52
1637054356.39653,103.14,92.15,101.2
1637054356.501119,97.29,87.06,113.1
1637054356.608468,103.12,91.96,104.34
1637054356.714858,96.37,86.68,115.51
1637054356.821226,103.16,92.05,97.88
1637054356.925235,95.54,86.51,111.1
1637054357.031747,102.48,92.08,112.43
1637054357.134191,94.8,86.46,107.36
1637054357.238093,101.7,92.1,116.66
1637054357.344649,94.96,86.45,100.01
1637054357.450463,101.04,92.11,112.33
1637054357.553016,99.06,86.45,107.37
1637054357.660374,100.88,91.95,115.58
1637054357.767921,107.88,86.64,95.19
1637054357.871321,99.0,91.74,109.01
1637054357.974724,106.58,86.65,114.9
1637054358.078814,97.17,91.59,96.33
1637054358.183678,105.47,86.66,109.91
1637054358.284953,95.02,91.49,110.25
1637054358.393333,104.21,86.67,112.19
1637054358.496496,91.88,91.42,107.72
1637054358.604099,102.56,87.48,114.91
1637054358.711594,82.49,91.62,103.31
1637054358.811425,97.25,87.44,113.65
1637054358.921034,110.42,91.83,104.02
1637054359.02496,92.46,87.32,114.4
1637054359.124157,106.35,91.98,102.37
1637054359.536006,97.78,92.15,99.73
1637054359.639297,110.47,84.98,111.99
1637054359.744708,92.69,91.59,109.69
1637054359.849301,106.49,86.14,113.92
1637054359.953462,87.84,91.61,102.55
1637054360.058973,102.29,86.08,113.85
1637054360.163464,82.21,91.6,103.01
1637054360.268871,97.34,86.07,114.67
1637054360.373986,110.75,91.59,98.31
1637054360.479189,92.2,86.07,111.17
1637054360.585128,106.45,91.59,110.12
1637054360.689001,87.26,88.06,112.39
1637054360.791508,102.03,91.85,105.84
1637054360.89512,82.48,87.49,114.63
1637054360.997894,97.31,91.91,96.55
1637054361.10398,110.36,87.26,109.76
1637054361.209916,92.06,91.9,112.81
1637054361.314441,106.21,87.18,104.96
1637054361.415589,87.48,91.88,114.1
1637054361.522988,102.07,87.15,99.25
1637054361.62733,82.46,91.98,111.65
1637054361.729238,97.44,87.07,108.79
1637054361.834833,110.74,92.14,115.09
1637054361.939028,92.12,87.04,101.52
1637054362.044698,106.32,92.26,112.92
1637054362.150861,87.04,87.02,103.85
1637054362.254127,101.71,92.34,114.74
1637054362.362237,80.86,87.0,99.14
1637054362.466904,95.69,92.39,111.74
1637054373.316454,101.78,85.67,103.66
1637054373.421885,114.56,91.04,113.58
1637054373.526204,97.4,85.66,98.54
1637054373.631364,111.05,91.54,111.47
1637054373.735044,94.5,86.59,108.76
1637054373.840334,108.36,91.62,114.69
1637054373.9461,90.24,86.76,96.81
1637054374.052435,104.89,91.7,110.12
1637054374.154258,116.52,86.81,112.77
1637054374.262672,100.85,91.76,103.34
1637054374.366882,113.89,86.82,114.45
1637054374.473113,97.86,91.81,96.99
1637054374.579626,111.25,86.82,110.3
1637054374.688603,94.65,92.04,112.4
1637054374.793386,108.33,87.17,104.39
1637054374.901122,89.9,91.97,114.48
1637054375.004659,104.36,87.21,98.09
1637054375.110231,115.23,91.94,110.98
1637054375.213632,98.49,87.21,110.46
1637054375.322593,112.14,91.92,106.96
1637054375.430446,94.62,87.22,113.46
1637054375.53579,108.68,91.91,101.65
1637054375.641175,90.2,86.02,112.24
1637054375.749657,104.64,91.61,97.97
1637054375.852461,113.69,86.56,111.01
1637054375.960654,97.47,91.53,104.61
1637054376.065725,110.96,86.65,114.97
1637054376.169189,93.49,91.5,93.62
1637054376.275475,107.47,86.68,107.78
1637054376.382779,88.14,91.47,115.5
1637054376.488948,102.95,86.69,96.18
1637054376.594855,115.93,91.19,109.74
1637054376.70207,98.45,86.52,113.59
1637054376.806561,112.5,91.16,100.62
1637054376.907232,94.65,86.49,112.6
1637054377.015474,108.98,91.14,103.02
1637054377.121492,90.47,86.49,114.52
1637054377.22607,105.22,91.12,95.99
1637054377.332858,117.31,86.5,109.49
1637054377.436569,100.62,91.1,112.71
1637054377.54444,114.06,86.5,100.36
1637054377.647813,97.15,91.11,112.61
1637054377.753514,110.38,86.35,100.54
1637054377.85779,93.43,91.14,112.83
1637054377.963664,107.12,86.31,99.6
1637054378.066871,87.19,91.16,112.18
1637054378.174729,102.01,86.3,102.67
1637054378.281197,115.3,91.16,114.61
1637054378.388772,97.38,86.29,94.79
1637054378.492279,111.36,91.17,108.65
1637054378.598461,93.05,85.71,114.56
1637054378.70369,107.42,90.84,96.59
1637054378.809621,87.42,86.03,109.92
1637054378.911568,102.12,90.76,112.63
1637054379.019868,115.53,86.05,102.88
1637054379.122119,97.79,90.71,113.35
1637054379.230811,111.74,86.06,98.0
1637054379.335578,93.58,90.68,110.95
1637054393.205306,101.06,87.56,102.97
1637054393.311053,86.5,82.84,111.22
1637054393.414048,98.81,87.72,89.76
1637054393.519951,79.47,82.35,103.71
1637054393.624967,94.36,87.17,111.57
1637054393.729651,108.11,82.37,89.45
1637054393.839055,89.38,87.22,103.51
1637054393.941878,103.84,82.39,111.68
1637054394.047791,84.65,87.24,89.49
1637054394.149956,99.55,82.4,103.61
1637054394.255745,78.59,87.26,111.19
1637054394.363967,93.99,82.4,88.84
1637054394.470483,107.85,87.27,102.94
1637054394.577846,89.26,82.4,110.59
1637054394.68433,103.68,87.57,89.59
1637054394.790408,84.68,82.65,103.55
1637054394.895516,99.65,87.46,110.27
1637054394.998218,101.98,82.7,91.03
1637054395.105164,91.96,87.4,104.62
1637054395.212317,103.82,82.72,109.02
1637054395.318695,88.2,87.36,97.28
1637054395.4249,101.07,82.74,108.72
1637054395.529457,83.48,87.34,96.62
1637054395.636293,97.48,83.64,109.34
1637054395.740359,109.59,87.48,94.86
1637054395.848341,93.76,83.5,107.98
1637054395.951446,106.73,87.47,101.59
1637054396.059723,90.19,83.54,111.95
1637054396.166214,103.66,87.44,91.74
1637054396.271949,86.15,83.58,105.55
1637054396.376056,100.23,87.42,110.46
1637054396.482877,77.6,83.6,94.18
1637054396.587964,92.93,88.67,107.06
1637054396.696365,106.67,84.1,105.91
1637054396.799238,87.49,88.8,107.61
1637054396.904786,102.03,84.19,106.69
1637054397.010411,81.93,88.92,104.73
1637054397.116256,97.01,84.2,110.33
1637054397.222336,110.35,89.0,99.44
1637054397.330013,91.44,84.19,110.45
1637054397.435709,105.71,89.06,95.82
1637054397.544084,86.29,84.18,108.93
1637054397.646619,101.04,88.63,103.66
1637054397.748994,80.45,84.93,113.07
1637054397.855,95.44,88.49,92.45
1637054397.962703,108.73,85.08,106.3
1637054398.069949,89.78,88.42,111.78
1637054398.174996,104.29,85.14,94.33
1637054398.281021,84.83,88.38,107.39
1637054398.387671,99.73,85.19,104.39
1637054398.492151,109.93,88.35,111.36
1637054398.594395,91.66,83.46,90.98
1637054398.698458,105.88,88.06,104.5
1637054398.805708,87.23,83.59,110.83
1637054398.909396,101.85,88.07,93.92
1637054399.016787,82.15,83.43,105.96
1637054399.123117,97.26,88.09,108.79
1637054399.231667,110.44,83.32,103.31
1637054399.338224,92.29,88.1,107.78
1637054399.444112,106.39,83.27,107.87
1637054399.552261,87.96,88.11,104.47
1637054399.660471,102.44,83.08,110.75
1637054399.767052,83.57,88.0,98.92
1637054399.874163,98.5,83.25,109.68
1637054399.979632,111.46,87.94,94.94
1637054400.083998,94.08,83.33,108.02
1637054400.187933,107.82,87.91,103.45
1637054400.295202,90.16,83.36,111.45
1637054400.401345,104.29,87.89,90.82
1637054400.507655,86.08,83.38,105.09
1637054400.613648,100.61,88.18,111.97
1637054400.722547,78.44,83.39,91.93
1637054400.825981,93.85,88.16,105.87
1637054400.929278,107.59,83.39,110.88
1637054401.037205,88.59,88.14,94.59
1637054401.14542,103.43,83.4,107.54
1637054401.249342,82.72,88.13,105.77
1637054401.356715,98.09,83.4,111.01
1637054401.462327,111.49,88.13,101.31
1637054401.570632,92.72,83.4,108.29
1637054401.67744,107.15,88.53,106.71
1637054401.783281,88.11,83.18,108.21
1637054401.887377,102.74,88.57,109.09
1637054401.992402,82.96,83.09,104.74
1637054402.093334,98.09,88.58,111.61
1637054402.200475,111.27,83.07,99.44
1637054402.303813,92.95,88.58,110.05
1637054402.409741,107.02,83.06,96.69
1637054402.51424,88.37,88.59,109.53
1637054402.621144,102.88,84.3,99.68
1637054402.727257,83.53,88.7,111.48
1637054402.833081,98.69,84.45,93.54
1637054402.937629,111.58,88.77,107.11
1637054403.045069,93.94,84.53,109.8
1637054403.14959,107.69,88.83,99.37
1637054403.256081,89.78,84.56,110.97
1637054403.359412,103.99,88.87,94.7
1637054451.960549,98.14,94.33,110.24
1637054452.064913,103.12,94.01,103.18
1637054452.167399,97.8,94.22,110.24
1637054452.274413,102.81,94.1,110.64
1637054452.382252,97.52,94.18,108.08
1637054452.484815,102.47,94.14,111.33
1637054452.585979,97.35,94.17,105.3
1637054452.694955,102.14,93.21,111.55
1637054452.802182,97.28,93.87,104.74
1637054452.905904,101.63,93.59,111.31
1637054453.01355,97.19,93.86,105.15
1637054453.115987,101.44,93.77,111.43
1637054453.22404,96.95,93.9,104.92
1637054453.329657,101.08,93.88,110.16
1637054453.437055,97.25,93.95,104.8
1637054453.542901,100.89,93.96,110.73
1637054453.649836,98.15,93.11,104.24
1637054453.755654,101.41,93.33,110.68
1637054453.861399,108.79,92.9,104.32
1637054453.965627,97.19,92.92,110.79
1637054454.072769,106.99,92.69,104.16
1637054454.179321,94.38,92.64,110.73
1637054454.283352,104.4,92.5,106.32
1637054454.391037,91.65,92.43,111.09
1637054454.494854,101.76,92.34,106.12
1637054454.599148,110.98,92.27,111.25
1637054454.703435,97.49,90.26,105.97
1637054454.812366,108.38,91.42,111.3
1637054454.920438,95.11,90.73,105.94
1637054455.025175,106.24,91.05,111.32
1637054455.130049,92.85,90.8,105.92
1637054455.238675,104.12,90.87,111.32
1637054455.347373,90.51,90.76,104.33
1637054455.450384,101.93,90.76,110.08
1637054455.558137,87.77,90.71,106.28
1637054455.664082,99.38,91.15,110.62
1637054455.770777,109.68,90.71,105.73
1637054455.876815,96.14,91.02,110.59
1637054455.986532,107.42,90.87,105.78
1637054456.090147,93.69,90.98,110.62
1637054456.200327,105.12,90.94,105.76
1637054456.304966,91.11,90.98,111.44
1637054456.408665,102.69,90.97,103.51
