1637054456.512455,87.03,90.99,110.29
1637054456.616741,98.51,91.38,104.49
1637054456.722797,109.23,91.36,110.75
1637054456.831012,97.01,91.37,103.74
1637054456.935693,107.92,91.39,110.37
1637054457.042064,95.45,91.39,104.28
1637054457.143834,106.57,91.41,110.61
1637054457.25117,93.83,91.41,105.04
1637054457.357189,105.16,91.42,110.39
1637054457.464876,92.05,91.43,105.33
1637054457.569958,103.59,91.43,110.59
1637054457.676946,90.3,93.71,105.13
1637054457.77954,101.33,92.99,110.58
1637054457.885367,111.08,93.47,105.15
1637054457.989438,98.27,93.27,110.6
1637054458.096215,108.62,93.43,105.13
1637054458.202599,95.47,93.39,110.6
1637054458.307682,106.03,93.45,106.56
1637054458.415487,92.04,93.45,111.65
1637054458.519363,102.78,93.48,104.89
1637054458.625131,112.7,95.26,111.18
1637054458.733245,100.09,94.63,105.05
1637054458.836122,110.3,95.14,111.37
1637054458.940432,97.43,95.03,104.77
1637054459.048876,107.9,95.22,111.25
1637054459.155156,94.73,95.24,104.92
1637054459.259657,105.43,95.34,111.7
1637054459.367184,91.71,95.38,103.15
1637054459.472686,102.68,95.44,110.5
1637054459.578673,112.68,95.49,105.11
1637054459.684143,99.67,94.65,111.25
1637054459.789536,110.41,95.26,103.53
1637054459.893368,97.0,94.92,110.57
1637054459.995957,108.1,95.14,104.76
1637054460.103435,94.43,95.02,111.11
1637054460.210759,105.71,95.11,103.75
1637054460.314468,91.2,95.07,110.82
1637054460.421646,102.6,95.1,106.07
1637054460.528321,113.12,95.09,111.67
1637054460.633565,99.91,95.36,104.7
1637054460.740268,109.79,95.17,111.31
1637054460.84687,95.88,95.28,105.25
1637054460.953985,106.61,95.21,111.53
1637054461.059812,92.06,95.24,104.9
1637054461.163031,103.1,95.21,111.41
1637054461.267584,112.89,95.23,103.34
1637054461.373979,99.07,95.21,109.92
1637054461.480743,109.65,95.22,105.67
1637054461.589351,95.47,95.21,110.81
1637054461.693523,106.37,95.92,104.6
1637054461.797373,95.74,95.68,110.6
1637054461.900427,105.85,95.87,104.85
1637054462.004245,93.8,95.82,110.72
1637054462.108661,104.42,95.89,104.7
1637054462.216479,93.22,95.89,110.67
1637054462.321501,103.29,95.93,103.45
1637054462.427544,103.92,95.95,109.55
1637054462.531249,104.86,95.97,104.41
1637054462.63602,96.12,93.81,109.97
1637054462.743825,106.04,96.01,103.89
1637054462.848905,93.18,95.54,109.86
1637054462.953558,103.65,96.6,104.04
1637054463.060848,105.86,96.47,109.92
1637054463.167006,99.25,97.12,103.96
1637054463.270844,104.94,97.07,109.7
1637054463.374507,101.86,97.51,99.45
1637054463.476417,107.79,97.48,107.54
1637054463.584251,100.93,97.8,102.73
1637054463.691411,107.11,84.46,108.3
1637054463.795705,101.77,88.15,100.74
1637054463.900474,94.96,85.2,107.8
1637054464.004128,99.86,84.61,101.53
1637054464.110031,102.96,83.11,108.01
1637054464.216162,90.23,82.66,101.11
1637054464.324037,101.03,81.95,108.74
1637054464.4287,95.81,81.6,111.59
1637054464.530747,102.85,81.24,106.04
1637054464.63717,94.61,84.85,110.25
1637054464.740647,101.43,87.95,106.28
1637054464.844803,107.37,89.0,109.16
1637054464.951386,98.13,89.29,106.33
1637054465.058765,105.47,89.72,108.29
1637054465.166429,96.84,90.06,106.29
1637054465.272983,104.16,90.42,104.45
1637054465.381627,97.35,90.73,107.51
1637054465.483996,104.12,91.04,109.75
1637054465.590217,97.29,91.56,111.44
1637054465.693196,103.45,87.6,112.11
1637054465.798192,104.6,89.13,112.34
1637054465.903801,107.38,88.05,112.19
1637054466.008396,102.77,88.43,112.55
1637054466.113466,107.7,87.87,111.85
1637054466.221272,101.98,88.04,112.99
1637054466.326312,107.97,87.73,114.81
1637054466.433127,100.99,87.8,112.06
1637054466.539079,107.89,87.62,110.65
1637054466.642577,99.85,90.78,113.49
1637054466.748614,103.75,92.36,108.13
1637054466.852436,99.25,92.49,112.94
1637054466.956184,103.41,92.66,108.55
1637054467.061176,98.99,92.78,112.86
1637054467.163266,103.17,92.91,108.49
1637054853.678677,84.07,94.34,92.91
1637054853.783449,94.05,93.21,88.44
1637054853.887321,99.08,94.26,93.13
1637054853.993093,83.13,93.23,86.24
1637054854.094921,93.33,94.19,93.13
1637054854.199947,99.47,93.25,85.7
1637054854.307935,83.18,94.14,93.44
1637054854.412989,93.42,93.28,85.09
1637054854.520591,99.43,94.09,93.21
1637054854.625332,83.02,93.19,86.1
1637054854.727682,93.21,94.13,93.94
1637054854.832098,98.99,93.28,82.42
1637054854.939294,82.69,94.15,91.38
1637054855.048314,92.91,93.34,93.23
1637054855.151772,99.13,94.15,86.16
1637054855.256234,82.75,93.39,94.16
1637054855.364351,92.97,94.15,80.84
1637054855.467811,99.11,93.42,90.49
1637054855.573933,82.66,94.14,95.19
1637054855.679865,92.89,93.05,78.71
1637054855.780684,99.6,94.06,88.78
1637054855.885394,82.99,93.01,95.4
1637054855.990012,93.38,94.0,78.7
1637054856.096809,99.43,93.01,88.82
1637054856.199522,82.85,93.95,95.42
1637054856.304168,93.25,93.01,79.76
1637054856.408937,99.49,93.92,89.82
1637054856.517263,82.95,93.02,95.41
1637054856.623409,93.34,94.15,79.01
1637054856.729135,99.7,93.13,89.19
1637054856.833185,83.75,94.16,95.42
1637054856.940214,93.99,93.2,79.26
1637054857.047314,99.29,94.16,89.41
1637054857.151885,83.06,93.25,95.39
1637054857.258573,93.42,94.15,78.5
1637054857.363935,99.67,93.29,88.77
1637054857.472381,83.37,94.14,95.21
1637054857.57555,93.7,93.32,79.07
1637054857.683856,99.52,94.36,89.28
1637054857.789776,83.62,93.29,95.3
1637054857.893715,94.13,94.25,79.37
1637054857.997991,99.62,93.29,89.51
1637054858.103485,83.46,94.17,95.2
1637054858.208543,94.02,93.31,79.73
1637054858.314472,99.7,94.1,89.98
1637054858.421423,83.62,93.33,95.79
1637054858.52939,94.15,94.05,80.43
1637054858.63156,99.57,93.16,90.53
1637054858.736895,83.17,94.08,95.47
1637054858.844375,93.48,93.24,80.98
1637054858.948103,99.69,94.08,90.88
1637054859.054351,83.34,93.31,95.1
1637054859.158687,93.57,94.08,81.92
1637054859.263573,99.71,93.35,91.36
1637054859.368948,83.34,94.07,94.08
1637054859.475423,93.57,93.39,84.53
1637054859.583306,99.71,94.06,92.8
1637054859.686264,83.27,94.31,88.43
