1637054478.261772,109.45,92.46,95.4
1637054478.367544,97.56,92.61,105.65
1637054478.471497,109.05,92.4,94.7
1637054478.576451,97.07,92.44,104.76
1637054478.684307,108.65,95.63,96.0
1637054478.791592,120.38,94.89,105.41
1637054478.894712,106.37,95.41,94.77
1637054478.998447,118.18,95.26,104.67
1637054479.102387,104.0,95.44,96.02
1637054479.206847,115.95,95.43,105.38
1637054479.314838,101.03,95.52,94.52
1637054479.422113,113.09,95.55,103.66
1637054479.52791,124.3,95.6,98.36
1637054479.632764,110.55,100.86,105.28
1637054479.734469,122.46,100.11,94.76
1637054479.84157,119.51,100.74,103.53
1637054479.946118,126.5,100.5,98.27
1637054480.054408,115.79,100.78,105.19
1637054480.161797,125.69,100.71,94.67
1637054480.269214,114.65,100.86,104.14
1637054480.375534,124.8,100.85,108.22
1637054480.4788,113.28,100.94,101.09
1637054480.584529,123.75,103.39,108.5
1637054480.690693,111.37,102.72,100.78
1637054480.79593,121.29,103.3,108.34
1637054480.900116,129.32,103.2,101.25
1637054481.007386,115.22,103.43,108.57
1637054481.113575,125.82,103.47,100.7
1637054481.221856,111.04,103.59,108.29
1637054481.325422,121.62,103.66,101.5
1637054481.432091,130.7,103.75,108.4
1637054481.534833,116.3,103.81,102.62
1637054481.637981,126.87,101.4,109.3
1637054481.741609,112.18,102.7,101.26
1637054481.844636,121.68,102.15,108.72
1637054481.949289,110.22,102.4,102.46
1637054482.055039,118.68,102.26,109.39
1637054482.157969,125.55,102.31,101.07
1637054482.264188,110.03,102.27,106.07
1637054482.37059,119.99,102.27,97.88
1637054482.478236,123.63,102.25,104.62
1637054482.584979,106.88,102.25,98.16
1637054482.691055,117.56,102.91,104.77
1637054482.795844,128.05,102.5,97.87
1637054482.897545,114.5,102.91,104.58
1637054483.005682,125.35,102.76,98.08
1637054483.110411,111.19,102.97,104.66
1637054483.217423,122.71,102.93,97.97
1637054483.321347,128.08,103.05,106.84
1637054483.429064,115.02,103.06,109.11
1637054483.534504,125.57,103.14,107.05
1637054483.640303,111.83,109.43,110.6
1637054483.745981,122.33,109.94,104.34
1637054483.852433,112.44,110.17,111.21
1637054483.958964,119.9,110.39,103.49
1637054484.067094,125.13,110.59,110.76
1637054484.173703,111.46,110.76,104.32
1637054484.278203,121.88,110.91,114.26
1637054484.386465,119.5,111.05,121.15
1637054484.490366,124.94,111.16,120.65
1637054484.594421,113.84,115.23,122.14
1637054484.702799,121.89,115.06,120.58
1637054484.807519,133.98,115.39,122.93
1637054484.914716,120.64,115.49,119.67
1637054485.019323,134.25,115.67,123.52
1637054485.128785,121.08,115.79,119.02
