18:02:20,200,200,200
18:02:21,200,200,200
18:02:22,200,200,200
18:02:23,200,200,200
18:02:24,200,200,200
18:02:25,200,200,200
18:02:26,200,200,200
18:02:27,200,200,200
18:02:28,200,200,200
18:02:29,200,200,200
18:02:30,200,200,200
18:02:47,200,200,200
18:02:48,200,200,200
18:02:49,200,200,200
18:02:50,200,200,200
18:02:51,200,200,200
18:02:52,200,200,200
18:02:53,200,200,200
18:02:54,200,200,200
18:02:55,200,200,200
18:02:56,200,200,200
18:03:52,200,200,200
18:03:53,200,200,200
18:03:54,200,200,200
18:03:55,200,200,200
18:03:56,200,200,200
18:03:57,200,200,200
18:03:58,200,200,200
18:03:59,200,200,200
18:04:00,200,200,200
18:04:01,200,200,200
18:04:02,200,200,200
18:04:03,200,200,200
18:04:04,200,200,200
18:04:05,200,200,200
18:04:06,200,200,200
18:04:07,200,200,200
18:04:08,200,89.96977017,89.96942725
18:04:09,0,89.98062336,89.97132241
18:04:10,-2.301994804,89.96974432,89.96847653
18:04:11,-1.655744713,89.96914634,89.96097366
18:04:12,-3.485636936,89.9736675,-80.40630406
18:04:13,0.92221629,89.97889014,26.38860387
18:04:14,1.265123322,89.9655756,-84.51062575
18:04:15,2.343167991,89.9692058,-86.63842803
18:04:16,2.987401724,89.96764615,-73.90727862
18:04:17,0.951750329,89.97166006,89.88804277
18:04:18,1.289986381,89.96521088,-20.96137662
18:04:19,-1.209145454,89.96804899,-74.41155282
18:04:20,6.356247339,89.96804899,13.26989127
18:04:21,7.435948259,89.97023366,70.95790755
18:04:22,6.649554532,89.97152352,-89.92859375
18:04:23,-0.525238592,89.82186467,-89.96509631
18:04:24,-3.901769251,88.27487999,-89.99929129
18:04:25,-1.375965454,11.41203963,-89.97623548
18:04:26,-3.06732762,89.96029596,-42.03144158
18:04:27,-0.86133423,31.75579526,-45.62430482
18:04:28,11.45742415,-88.58075573,-39.67657641
18:04:29,2.200259123,-31.91609919,-17.13106095
18:04:30,8.997094,89.92639408,-2.156734806
18:04:31,2.21294718,89.9675255,45.66261188
18:04:32,-3.060003026,89.95950911,-27.81273527
18:04:33,-0.287844653,89.96257993,0.789671837
18:04:34,-0.605832499,89.96454784,7.725328302
18:04:35,0.891382485,89.96572527,9.391052664
18:04:36,-0.605070864,89.96572527,10.44338674
18:04:37,3.231027419,-85.01851704,20.04016194
18:04:38,6.675010279,-89.22863472,21.69623884
18:04:39,-1.748930956,-89.30568767,17.81877079
18:04:40,-1.036696343,-89.72955128,17.17643032
18:04:41,-2.711984332,-36.66182856,16.87139394
18:04:42,-1.552182139,22.87297013,11.24291498
18:04:43,-4.136303934,22.83273237,-8.762609555
18:04:44,-2.439051031,20.50758474,-1.756780454
18:04:45,-2.198002515,43.43923948,2.971585394
18:04:46,-3.438604903,27.89127204,-9.85556106
18:04:47,-1.698834781,16.20592282,11.20737609
